	Review Text	Review Title	Star Rating	negative	neutral	positive
21200	application I actually love one of the coolest 17 absolutely love playing this utility the application to so much higher you may		5	0.0	0.632	0.368
21201	without a doubt excellent software having the use of the solar for pretty a long		5	0.164	0.546	0.29
21202	 Of time surely first rate application series and properly series of right garments and add-ons on line		5	0.0	0.847	0.153
21204	It is so much easier to shop online rather than wasting hours to get the perfect thing you are looking for , especially from this app where you can rent clothes and save money		5	0.065	0.696	0.239
21205	 Kudos to the team		5	0.0	0.476	0.524
21206	valle app with quality kannada suggests		5	0.0	1.0	0.0
21207	 That is what makes voot so special		5	0.0	0.632	0.368
21209	Nice		5	0.0	0.0	1.0
21212	one of the most fastest shipping offerings for rental garments I totally locate it very agreeable i'm able to sense my cloth wardrobe with that		5	0.0	0.881	0.119
21213	absolutely cool utility you may keep on line for the whole lot so easily hear this is the exceptional application that you have to have any for right now		5	0.0	0.825	0.175
21214	clothes and add-ons available for rental offerings out here at very cheap charges this application is without a doubt the best		5	0.231	0.684	0.085
21215	that is clearly cool I definitely love this software is manner higher than you could I expect of anything		5	0.0	0.522	0.478
21216	Indeed the best		5	0.0	0.323	0.677
21217	software really smooth and easy to use I absolutely like it had been the usage of this one's for pretty a long		5	0.0	0.65	0.35
21218	 Of time super services first rate exceptional truely right for all type of people who would really like to apply this utility you should virtually go for this software		5	0.0	0.801	0.199
21219	1 shopping for garments i've read time a clearly vain getting access to this utility affords you with all of the garments and offerings at one region that is certainly wonderful		5	0.077	0.683	0.24
21220	excellent easy and easy I like the utility revel in it's far pretty exclusive time manner better than predicted this utility affords everything at one area		5	0.0	0.479	0.521
21221	It is jjust too top		5	0.0	0.69	0.31
21222	 An app that is like far higher than roposo in many ways		5	0.0	0.815	0.185
21223	 Thanks		5	0.0	0.0	1.0
21224	high-quality application with lot of splendid prices and accessories and series is likewise pretty correct very expanded collection so that you do not want something else		5	0.039	0.737	0.224
21225	Open utility of IT services renting it online has helped me to shop a number of cash and also get so many dental merchandise at one vicinity		5	0.0	0.951	0.049
21226	clothes which are not available with me right now then I without a doubt use this condominium services that is way higher I totally love to apply the utility		5	0.0	0.784	0.216
21227	English choices may be taken care of with the software it is this kind of consolation to have the software on your cellphone		5	0.0	0.873	0.127
21228	Are you wondering confusions can be gone without utility lets you get all the extremely good series and sms on-line at one region		5	0.073	0.805	0.122
21229	the gathering and the services simply super very proud to recognise that the introduced in my area certainly correct and notable		5	0.0	0.65	0.35
21230	shipping or no problems or issues in any respect this application is quite cool and do the whole lot on time which makes you sense very extraordinary		5	0.146	0.685	0.169
21231	Loving the unfastened television suggests utility plenty extra than others like hotstar , over		5	0.0	0.632	0.368
21232	Virtually great		5	0.0	0.196	0.804
21235	choices about buying two that can be used as this software has added plenty in such scenario she will in reality use of one		5	0.0	1.0	0.0
21236	proper collection and characteristics also definitely Goa completely find it irresistible quality on line style buying software		5	0.0	0.737	0.263
21237	provide suitable service and coordination of a me to deliver clothes collections were first-rate		5	0.0	1.0	0.0
21238	Apple application with lot of desirable traits and its you will in no way move for some other utility like Myntra Flipkart one cigarette this one		5	0.073	0.767	0.16
21239	App software primarily based services you have to surely try this one this application is outstanding and thoroughly to do		5	0.0	0.723	0.277
21240	I definitely love this utility very cool you can honestly pass for this software rather than some thing else that is the first-rate software which you must have any smartphone right now		5	0.0	0.684	0.316
21241	vacations at is to be had at the Play save right now with out this application it will likely be so difficult to go for on-line shopping at all because they are so high-priced		5	0.081	0.778	0.141
21242	maximum surely Pan application for online shopping I completely like it you have to definitely try this application		5	0.0	0.625	0.375
21244	Pathetic experience 		1	0.787	0.213	0.0
21246	 I ordered stuffs		1	0.0	1.0	0.0
21249	 It confirmed the order on Cod but after a day representative called and said it's coming from Mumbai so I have to pay them before hand it can't accept Cash on Delivery		1	0.132	0.749	0.119
21250	 So I got a mail and I paid		1	0.0	1.0	0.0
21251	 After some time they cancelled my order from their end and when I am trying to find out more about this, the calls to the so called customer care is not getting through		1	0.056	0.846	0.098
21253	sincerely exceptional there series is likewise thoroughly expanded and high-quality and also the delivery is achieved on time kudos to the time group		5	0.0	0.766	0.234
21254	i might totally love to thank you the application development crew for retaining substrate epithet carry in separate up I totally love it absolutely tremendous		5	0.0	0.63	0.37
21255	With the helps of this app Search for the best outfit party and take it on rent is become so easy for me		5	0.0	0.589	0.411
21256	 It is the most easier way of shopping especially from brands		5	0.0	0.764	0.236
21258	Printing services I truely got the clothes and accessories and the entirety also making a simple and remarkable I totally love the use of this utility over and over		5	0.0	0.748	0.252
21259	Election is just too top to be genuine I absolutely love it all of the collection and the whole thing is hygienic and properly to do		5	0.0	0.785	0.215
21260	Love use of utility for a way good it is this utility gives have lots of product at the same time for much less cash		5	0.0	0.756	0.244
21261	Me too turned into plenty of money but this utility assist me to print the whole lot out at a fragment of the shopping for fee truely excellent		3	0.0	0.837	0.163
21262	Apple one of the first-rate software server available out there one device the use of this utility i'm certain that you'll by no means pass for any other software this is the exceptional one		5	0.061	0.882	0.058
21263	the whole thing can be rented out so without problems definitely cool and can't be used on your phone right now as a amateur tale with		5	0.155	0.758	0.087
21264	Love to apply a product all of the manufacturing of remarkable exceptional you will be sincerely exceptional how exact it's far absolutely cool and awesome I absolutely find it irresistible		5	0.0	0.517	0.483
21265	fundamental functions i use this software for renting near each time I need this application is honestly first-rate		5	0.0	0.833	0.167
21266	Kishan condominium offerings has helped me to shop plenty of cash that is genuinely better than another programs i can ever think about		5	0.0	0.879	0.121
21267	Station truly remarkable in terms of getting the whole thing on-line can sincerely cross for this carrier		5	0.0	0.593	0.407
21268	software for all types of on-line and centers you can truely pass for the ones software they have a way to services unexpected		5	0.0	1.0	0.0
21269	Makes it amazingly great the material of first-rate first-class and the products also are very fat certainly well thank you a lot for that		5	0.0	0.614	0.386
21270	ideal application for folks who would love to get on line purchasing offerings condo offerings are quite cool		5	0.0	0.595	0.405
21274	near arrival time I definitely like it they have sincerely correct at imparting all the offerings are in reality amazing software		5	0.0	0.569	0.431
21275	Dissertation layout that it become because of the rings of Undertaker WWF software you already know you want aligarh application with lot of makes use of this one will be proper beneficial		5	0.0	0.877	0.123
21278	Kingroot person interface I totally love the usage of this software this has such a lot of blessings in using		5	0.0	0.667	0.333
21279	first-rate utility ever for purchasing rental flat on-line com something i'll take me to the river meeting		5	0.0	1.0	0.0
21280	Nexus such an fantastic software to use I completely love this software have to be used for rental offerings everytime		5	0.0	0.677	0.323
21281	extraordinary Pool utility the services are higher than many others keep it totally purchase a		4	0.0	1.0	0.0
21282	great whilst front might be absolutely Amaze to discover the whole lot within the software which you need that is a fashion shopping which you ought to have any cellphone right now		5	0.0	0.786	0.214
21283	Nication cool for renting near the whole thing on line so without problems at handiest Run from the software on every occasion I need sincerely one of the pleasant packages		5	0.0	0.69	0.31
21284	amazing to use I definitely find it irresistible it is a completely unique on line condominium marketplace which we will use all of the time		5	0.0	0.692	0.308
21285	excursion for on line shopping condo app is well matched with all my devices I absolutely love the usage of head		5	0.0	0.732	0.268
21286	fine utility for renting the whole thing very cool merchandise are available right here so you might no longer paintings for any other product this is the best one best provider to be had out their overall equal and amazing		5	0.046	0.641	0.313
21287	all is properly is to be had here I very famous and truely girl I totally adore it very particular Rakhi market carrier		5	0.0	0.837	0.163
21288	Orson application of them for renting all of the services clothes on-line limitless subscription alternative helps you to select lots of clothes		5	0.0	0.89	0.11
21290	applications that you can use on your telephone proper now I definitely like to uses utility for how excellent it's far		5	0.0	0.656	0.344
21291	Good		5	0.0	0.0	1.0
21292	The services of a higher than expected this utility affords everything at one area		5	0.0	1.0	0.0
21293	Didn't gave rubbish collections to their purchaser their material always in high-quality popularity and gave original product as in line with order , failed to offer fake product as per roposo		5	0.169	0.688	0.143
21295	maximum beneficial applications I got it just a few days again however having the use of a numerous and newline software to use on a cellphone right now and my pals no love it and we get a whole lot of close windows utility		5	0.049	0.795	0.157
21296	i really like it due to how virtual studies and more shopping may be executed online so effortlessly		5	0.0	0.851	0.149
21297	splendid and fun to use totally like it having the usage of the sun for pretty an extended		5	0.0	0.517	0.483
21298	 Of time selfie exquisite		5	0.0	1.0	0.0
21299	one of the high-quality software for apartment Play offerings this utility is so much better than every other packages in which you need to buy close this application assist you to store plenty of money		5	0.0	0.855	0.145
21300	Amazingly cool and the a laugh services also supplied at very cheap costs so I completely love the use of this utility over and over		5	0.0	0.646	0.354
21301	which is definitely thrilling and smooth to move for every other application the services are way better if it actually attempted and newline		5	0.0	0.697	0.303
21303	i'm having one of the excellent services ever it's miles genuinely tremendous and fun to apply definitely cool and endorsed		5	0.0	0.517	0.483
21304	I don't see the need to go for another applications because this software affords you the sea offerings at reality private		5	0.0	1.0	0.0
21305	supplied me with lot of offers And reductions which I could not discover in lots of different locations this application is completely cool and fantastic		5	0.0	0.773	0.227
21306	they have a extensive variety of clothes and accessories and also provided without any trouble this software is absolutely exceptional and extraordinary to apply		5	0.0	0.907	0.093
21307	the good software reports ever due to this one they're surely right at providing you all the offerings at one place		5	0.0	0.766	0.234
21308	notable to use utility very powerful and all the products I ordered had been added on time I don't have any hassle in any respect		5	0.0	0.772	0.228
21309	perfect software for all the people who want to lease garments instead of with the aid of this application is definitely fun and extremely good		4	0.0	0.585	0.415
21310	Makes it a high-quality vacation spot for on-line purchasing enjoy photographs top notch this one has plenty of high-quality deals And discounts to		5	0.0	0.8	0.2
21311	i am a massive fan of the apartment services to be had online this one offers me with lot of options exciting sufficient totally cool		5	0.0	0.712	0.288
21312	guns of studies exceptional in case you would like to hire garments on line		5	0.0	0.839	0.161
21313	It actually paintings revel in help me loads in case of all of the condo services you can definitely try this one		5	0.0	0.787	0.213
21314	i'd actually love to apply this one were given it from a recommendation by means of Oprah navigate ever since completely cool and wonderful one of the most beneficial packages used for condominium services to be had on line so without difficulty this one is truely extremely good		5	0.0	0.678	0.322
21316	one of the high-quality applications to be had accessible i love renting from this application services have a higher		5	0.0	0.792	0.208
21317	credit score utility it is easy to get the whole thing online available to easily I absolutely adore it definitely endorsed you		5	0.0	0.472	0.528
21318	without this software buying all the garments with me may be very conversion and problems utility makes it's so easy		5	0.12	0.729	0.151
21319	I totally love to apply this one I too and also recommending is application due to energy is endless is		5	0.0	0.708	0.292
21320	one of the maximum sought-after programs gloss it's far truely useful virtually better and every other utility to be had of the new life in case you need to hire clothes online i'd absolutely advocate you to get this app that has a whole lot of incredible production services to be had out there with none problem you could condo out of garments		5	0.0	0.88	0.12
21321	The motor packages they supplied a lot of fantastic utility person enjoy is in reality a laugh and exquisite		5	0.0	0.574	0.426
21322	one of the most spectacular applications are they provided me with lot of meals products and instantaneous discount also going on continuously honestly good and clean to use		5	0.0	0.744	0.256
21323	absolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please useabsolutely love teases software they're providing really brilliant offerings in phrases of condominium garments i'd honestly ask you to get this one due to how cool it is definitely super and please use		5	0.05	0.488	0.461
21324	perfect software with lot of labor cool services this application is genuinely exceedingly endorsed newline so much less difficult this utility you can lease and share garments effortlessly thru this oneveri best app		5	0.056	0.615	0.328
21325	top notch to apply totally lovable this software is lovely in phrases of all of the high-quality offerings it provides genuinely exquisite and a laugh to apply		5	0.0	0.62	0.38
21326	Cool software pool offerings it is clearly a WiFi download for all the people who love to store on line		5	0.0	0.635	0.365
21327	I believe to watch bollywood movies without any problem is what voot is meant for well done with the free streaming		5	0.0	0.689	0.311
21329	one of the fine reviews ever i found using this software has helped me plenty i am getting all the fantastic discounts and its from this software		5	0.0	0.81	0.19
21330	they've loads of things I took a loved one of the nice applications to be had accessible for on-line purchasing experiences		5	0.0	0.717	0.283
21331	simply splendid and superb offers and offers And discounts are also going on constantly with this application		5	0.0	0.655	0.345
21332	Amazingly right this application assist me to get the entirety to be had so without difficulty truely precise for condo offerings online		5	0.0	0.901	0.099
21333	really first rate services completely cool amusing experience shopping online has by no means been so much less complicated		5	0.093	0.676	0.231
21334	0 balance me to hire clothes on line so without difficulty it's miles genuinely handy to get all of the clothes on-line to be had so effortlessly thank you a lot for a brand new lifestyles		5	0.0	0.859	0.141
21335	playing programs i'm satisfied with this software all the offers And discounts are honestly desirable		5	0.0	0.526	0.474
21336	Cool provider definitely rocks i am a large fan of the software now that I used it I truely would like to examine more and more garments again and again		5	0.0	0.692	0.308
21337	one of the great applications it has been so useful why to date this software is surely notable and useful for all condominium offerings		5	0.0	0.58	0.42
21338	you like me to store a variety of money and purchase luxury a famous emblem for you read this utility ought to truely sense like all the cool clothes and homes available for one time wherein is available		5	0.0	0.819	0.181
21339	endorsedapplication studies are really accurate renting is really fun an first-rate applications for service this is certainly endorsed		5	0.0	0.652	0.348
21340	Makes one of the maximum famous rental services to be had for floors and the whole thing obtainable I absolutely like it cool in case you are the use of this application then you ought to honestly do that one		5	0.0	0.812	0.188
21341	you want super application with out the pool offerings application for offer me with that of the excellent Updater services you you love		5	0.0	0.592	0.408
21342	Set clearly one of the maximum awesome packages that you might certainly get available this utility is truly as much as the pinnacle few strains the services are higher and renting has furnished me with quite a few alternatives at very reasonably-priced fees without a doubt superb		5	0.095	0.659	0.246
21343	virtually a laugh offerings i discovered it in reality have interesting to apply and it is so tons higher than many other programs of there		5	0.0	0.769	0.231
21344	Gate software reduces renting has supplied me with quite a few options which you can't locate anywhere else this utility is actually extremely good		5	0.0	0.873	0.127
21348	With this software's renting has provided me with lot of options studies are absolutely going out using this software		5	0.0	1.0	0.0
21350	one of the pleasant software for condominium services you could get all sorts of ladies and men garments online to be had so effortlessly with accessories and clothes are available to stay		5	0.0	0.904	0.096
21351	definitely cool and funny interesting application to use I absolutely adore it it has been this type of terrific satisfaction to use is application it's miles virtually first rate and need to apply		5	0.0	0.55	0.45
21352	Rediff occasion rate offerings i found it definjsjs0sodbditely better hfkdodoshfnfjgjjf		5	0.0	0.734	0.266
21353	change software offerings are way higher than many different programs that you may consider this utility is simply high-quality and fun to use		5	0.0	0.87	0.13
21354	Cool utility cool offerings the writing offerings has been so much higher and it's far simply one of the smartphone packages to apply		5	0.0	0.82	0.18
21356	one of the best programs of at some point of this software you could locate lot of factories and clothes available so easily with you can't locate anywhere else without a doubt excellent and amusing		5	0.068	0.659	0.273
21357	Makes it in reality an super application for eight		4	0.0	0.672	0.328
21358	2 uses software all forms of offerings available please Olivia		4	0.0	0.777	0.223
21359	one of the most exquisite programs apartment services are manner higher this application supplied me with lot of software offerings with none trouble at all		5	0.0	0.914	0.086
21360	i am a massive fan of this utility been the usage of this one I totally love it this utility is manner higher than something else you like create		5	0.0	0.659	0.341
21361	remarkable software studies the condo services are manner higher than brilliant totally love to use it		5	0.0	0.522	0.478
21362	Nyc clection		4	0.0	1.0	0.0
21363	application with gives this software gives on plenty of things that I could not locate everywhere else		5	0.0	1.0	0.0
21364	Ring on so you ought to completely have this software in case of all the printer services on line		5	0.0	1.0	0.0
21365	Printing cloth has helped me to shop a number of cash and on the same time I locate it so convenient to get all of the clothes honestly amusing and smooth to apply		5	0.0	0.802	0.198
21366	top notch offerings which you can't discover any wherein is the closer you appearance top notch nice		4	0.0	0.686	0.314
21367	i am happy to enjoy my friend's wedding with such cheap option on flyrobe to rent wedding wears on the go online ,its also best for women shopping ,its a unique fashion shopping app		5	0.0	0.723	0.277
21368	Bhadra software the clothes and accessories assist me alot it is virtually superb and a laugh to apply surely top notch		5	0.0	0.563	0.437
21369	I find renting offerings are manner higher because of sugar is of the usage of this utility services assist me alot		5	0.0	1.0	0.0
21370	actually this one works for me		5	0.0	1.0	0.0
21371	 Thanks for this app that's like better than voonik		5	0.0	0.42	0.58
21373	truely one of the first-class software for condominium services furnished me with lot of options in condominium services itself you could get lot of things available so effortlessly		5	0.0	1.0	0.0
21374	Voonik became quality, but this app is like so top notch		5	0.0	0.588	0.412
21375	 I really like the use of it loads		5	0.0	0.682	0.318
21376	 Thank you		5	0.0	0.286	0.714
21378	Wow and first-rate		5	0.0	0.345	0.655
21379	 An app this is like so higher than voonik		5	0.0	0.762	0.238
21380	 I really like the usage of it loads		5	0.0	0.682	0.318
21381	 Thank you		5	0.0	0.286	0.714
21383	awesome to use software it has made purchasing so much easy i love purchasing from this application quality region to lease clothes on line		5	0.0	0.63	0.37
21384	When I do that head to head comparision, your app seems some distance higher than others like voonik		5	0.0	0.865	0.135
21385	That is completely distinct than others		5	0.0	1.0	0.0
21386	 Sooner or later there may be no disconnect here, higher than voonik		5	0.167	0.833	0.0
21387	This application is so horrific it can also provide us for lots buy discounts and coupon codes and uplift loving it		5	0.197	0.666	0.137
21388	I attempted hard to discover an app that works this manner, and boy! I have to say that i'm overjoyed		5	0.065	0.748	0.187
21389	 A huge way to you all		5	0.0	0.635	0.365
21390	higher app for certain		5	0.0	0.588	0.412
21391	 Some thing that is like so higher than voonik		5	0.0	0.762	0.238
21392	 I am loving it		5	0.0	0.339	0.661
21393	there couldn't were something higher than this		5	0.0	1.0	0.0
21394	 It's far like so ahead of voonik		5	0.0	0.706	0.294
21396	find it irresistible		5	0.0	0.455	0.545
21397	 Some thing that i am obsessed on, and definitely beats voonik in all of the elements		5	0.098	0.747	0.155
21398	It is via a long way the high-quality app		5	0.0	1.0	0.0
21399	 So better than many others		5	0.0	0.556	0.444
21400	 There may be in reality nothing like this app		5	0.209	0.791	0.0
21402	Women purchasing made clean with this app		5	0.0	0.69	0.31
21403	 It is the first-class app for positive		5	0.0	0.625	0.375
21405	Higher app for girls buying		5	0.0	1.0	0.0
21406	 It works for me all the instances		5	0.0	1.0	0.0
21408	Wow app! Not anything honestly beats this app for girls shopping		5	0.159	0.578	0.263
21409	 A huge way to you		5	0.0	0.566	0.434
21411	excellent software online shopping has been a lot a laugh with this one I totally love the use of this one for girls purchasing purposes		5	0.0	0.617	0.383
21412	A miles better app for women purchasing		5	0.0	0.633	0.367
21413	 In reality there may be no divide here		5	0.239	0.761	0.0
21414	 A massive thanks to you men		5	0.0	0.58	0.42
21415	wow app		5	0.0	0.208	0.792
21416	 It has surely made girls shopping smooth and fun		5	0.0	0.53	0.47
21417	 I'm loving it		5	0.0	0.339	0.661
21419	it is with the aid of some distance the first-rate app		5	0.0	1.0	0.0
21420	 So better than voonik and plenty of others		5	0.0	0.687	0.313
21421	 There may be surely not anything like this app		5	0.176	0.583	0.241
21423	It's far ideal and extrodinary app for girls purchasing		5	0.0	0.702	0.298
21424	 It's far some thing that works for me all the instances		5	0.0	1.0	0.0
21426	A huge thank you for making girls buying so smooth and assessible		5	0.0	0.652	0.348
21427	A wow app		5	0.0	0.208	0.792
21428	overjoyed		5	0.0	0.0	1.0
21429	 It works wow for me		5	0.0	0.513	0.487
21430	 Kudos for the whole thing which youâ€™ve carried out		5	0.0	0.708	0.292
21433	An surely great app for women purchasing		5	0.0	0.417	0.583
21434	 I am pretty happy with everything right here		5	0.0	0.42	0.58
21435	 Thank you		5	0.0	0.286	0.714
21437	Terrific app for women buying		5	0.0	0.563	0.437
21438	 I cant discover something that works this properly for me		5	0.0	1.0	0.0
21440	Exceptional app for girls purchasing		5	0.0	1.0	0.0
21441	 There's clearly nothing like this app		5	0.24	0.454	0.306
21444	Makes it so much every other programs as compared to this one condominium services like idea or no longer as properly		5	0.093	0.802	0.105
21447	You guys have provided with phone number but it's never reachable		1	0.0	0.897	0.103
21448	 I cannot contact you		1	0.0	1.0	0.0
21449	 Extremely disappointed		1	0.772	0.228	0.0
21453	Chutayapa app		1	0.0	1.0	0.0
21455	A very good app osm experience		5	0.0	0.556	0.444
21456	Srvs n product is weln good		5	0.0	0.58	0.42
21458	All they are showing fake		1	0.437	0.563	0.0
21467	Very good products especially gowns		5	0.0	0.556	0.444
21468	 And price is on my budget		5	0.0	1.0	0.0
21470	Not trust worthy		1	0.836	0.164	0.0
21473	they wont deliver the product under said time		1	0.0	1.0	0.0
21474	 No one picks the call		1	0.355	0.645	0.0
21477	0 customer support		1	0.0	0.27	0.73
21478	 Because of this app i have missed attending one crucial family function		1	0.18	0.82	0.0
21480	white color loot professionals		1	0.0	1.0	0.0
21481	Not have ordered anything , no experience in reality but found good collection		3	0.104	0.647	0.249
21483	Osm		5	0.0	1.0	0.0
21484	We can buy new clothes for same rate instead of taking for rent		1	0.0	1.0	0.0
21485	I had this app in my phone an year ago		1	0.0	1.0	0.0
21487	 i used to mark dresses, they were so lovely and beautiful		1	0.0	0.47	0.53
21489	 now when i need to use this app, i reinstalled it, and then immediately uninstalled it		1	0.0	1.0	0.0
21491	 why the collection is sooooo soooo less		1	0.0	1.0	0.0
21493	 in skirt section, only 3 skirts		1	0.0	1.0	0.0
21495	 in shorts 1		1	0.0	1.0	0.0
21497	 in jumpsuit 5		1	0.0	1.0	0.0
21499	 i didn't believe my eyes		1	0.0	1.0	0.0
21501	 hate this app now		1	0.552	0.448	0.0
21502	The best online clothing rental app		5	0.0	0.543	0.457
21507	Be careful n don't pay upfront		1	0.0	0.509	0.491
21508	 It might be that neither the delivery or measurement person turn up at your place		1	0.0	1.0	0.0
21509	 The delivery agents have a very rude behavior		1	0.354	0.646	0.0
21516	Serivice is out of expectations		5	0.0	1.0	0.0
21520	😘		5	0.0	0.0	0.0
21526	Nice and supper collection 		5	0.0	0.517	0.483
21530	👌👌👌👌👌👌		5	0.0	1.0	0.0
21533	I booked my suit for the 26/04/2017 1 week prior,the tailor comes home takes the measurements and goes the next thing is I get a message saying it will be delivered on the 26/04/2017 between 8am - 10pm		1	0.0	1.0	0.0
21534	i was all depended on this suit for a very close cousins marriage the suit has not still been delivered to me even after a confirmation message		1	0.0	1.0	0.0
21535	 I have been calling them on their customer care number since morning now and no one picks up no communication I have still not got my suit		1	0.147	0.702	0.151
21536	 Thank you for this VERY BAD experience flyrobe never using this app again		1	0.28	0.586	0.133
21540	Nice collection expecting this brand to be more worldwide		5	0.0	0.741	0.259
21543	Is Anyone having refferal code		2	0.0	1.0	0.0
21544	This are actully do fraud with peoplev		1	0.388	0.612	0.0
21545	There is no gurantee of your delivery and your order		1	0.196	0.804	0.0
21546	 Dont download it i request you,very cheap app in play store		1	0.0	0.789	0.211
21548	Pathetic customer service, they can ruin your special occasion by not delevering and when you try to contact then they don't left any stone unturned to make you realise you made a big fault		1	0.243	0.692	0.064
21550	Trusting Flyrobe was a big mistake		1	0.296	0.37	0.333
21551	 I booked a Raymond suit and got carefree as I thought my dress would be delivered to me before the party		1	0.0	0.748	0.252
21552	 But no, there was no sign of any callback from flyrobe, no person came to me for measurements and no calls from flyrobe on the day of delivery		1	0.268	0.732	0.0
21553	 I kept trying their customer are, no one picked up the call		1	0.18	0.82	0.0
21554	 I had to make last minute arrangements for my party		1	0.0	0.748	0.252
21555	 Next day I get a message from them that the order was cancelled by them unfortunately and they apologized for inconvenience		1	0.285	0.62	0.095
21556	 So simple for them ! They would have atleast called me and told me about this before or on the delivery date		1	0.0	1.0	0.0
21557	 This is a very naive startup and my very first experience with them got really bad		1	0.322	0.678	0.0
21558	 I won't be using this app again		1	0.0	1.0	0.0
21560	The delivery was 18 hrs late		1	0.0	1.0	0.0
21561	the delivery guy was abusive,drunk hurling abuses for distubing his drinking plan with his buddies		1	0.205	0.795	0.0
21562	the armpit of the dress was sweat stained and had stenching odour		1	0.0	1.0	0.0
21563	have filed a police complaint against the delivery guy and a claim against flyrobe at consumer forum		1	0.136	0.864	0.0
21565	In the beginning they were having huge and wonderful Collection with less price		3	0.0	0.647	0.353
21566	 Now they dont have good collection but rent are higher 		3	0.159	0.841	0.0
21568	It sucks when they don't response to the msgs and provide wrong info		1	0.337	0.663	0.0
21574	Horrible app		1	0.778	0.222	0.0
21575	 They neither deliver nor communicate		1	0.0	1.0	0.0
21579	Can you plz anyone given referl code		3	0.0	0.822	0.178
21584	Awesome collection		5	0.0	0.196	0.804
21587	Highly Dispointed		1	0.0	1.0	0.0
21588	 I had ordered a Lehenga set and the delivery date was 3rd of may		1	0.0	1.0	0.0
21589	 If never delivered and my day was ruined		1	0.307	0.693	0.0
21590	 Not going to try this ever again		1	0.0	1.0	0.0
21591	 Cheats		1	1.0	0.0	0.0
21593	Ansome you have a wonderful collection and in good rate		4	0.0	0.515	0.485
21596	Okay not bad to collectionS		1	0.0	0.387	0.613
21599	More than 15 Days have passed and they still haven't returned the security money		1	0.135	0.865	0.0
21600	 The fitting of the clothes were done horribly		1	0.327	0.673	0.0
21601	 I've been emailing and calling everyday still no response!!! No one even receives the calls!!! Extremely bad service		1	0.384	0.616	0.0
21602	 I would never recommend this app to anyone		1	0.26	0.74	0.0
21604	HORRIBLE SERVICE AND FALSELY ACCUSING OF NOT RETURNING THE PRODUCT!!!!!! It has been 17 days since i returned the lehenga		1	0.315	0.685	0.0
21605	 I still haven't received the security money		1	0.289	0.711	0.0
21606	 I have sent so many emails and called so many times		1	0.0	1.0	0.0
21607	 Now after 17 days you're telling me that the dupatta is missing??! I packed everything properly and returned your product in very good condition		1	0.0	0.851	0.149
21608	 I had nothing to do with the missing dupatta! You might want to ask your delivery boy about that! Or maybe this is just what you say so that you don't have to refund the security		1	0.057	0.832	0.111
21609	 I want my security money back! It was even a lot more than the actual rent amount of the lehenga		1	0.0	0.8	0.2
21610	 I will never recommend this app to anyone but suggest people not to use it		1	0.107	0.893	0.0
21611	 Why would you do quality check after 17 days of receiving the product?? Your way of managing things is very very poor		1	0.161	0.839	0.0
21612	 If i could give minus stars, i would! Highly disappointed!!		1	0.379	0.621	0.0
21617	There is no option for my city? Sambalpur		2	0.239	0.761	0.0
21620	choose this app if want rental very good collection's		5	0.0	0.609	0.391
21622	They didn't deliver the product at last moment and didn't bother to contact me		1	0.0	0.865	0.135
21623	 Worst service​		1	0.804	0.196	0.0
21624	 You can't contact their customer care		1	0.0	0.61	0.39
21627	worst service, tailor came for only buildup, then send different size low quality cloths, 1st uninsatall this bludy app, and dont buy from this app, better go to any outlet and pick 4000RS sherwanis,		1	0.155	0.773	0.072
21629	Very bad experience😒		1	0.655	0.345	0.0
21633	Service is not good		1	0.445	0.555	0.0
21635	I am not able to login from any platform		1	0.0	1.0	0.0
21639	Bakwaas		1	0.0	1.0	0.0
21640	Worst experience ever		1	0.672	0.328	0.0
21647	They are fraud and pathetic people		1	0.652	0.348	0.0
21648	 No professionalism as they do not even bother to pick up your phone		1	0.144	0.722	0.134
21649	 They haven't returned the security yet and it's been more than 25 days even after calling them many times		1	0.102	0.898	0.0
21650	 I would seriously suggest not to order through the this app if you don't want to ruin your event as they do sometimes do not deliver your clothes on time		1	0.091	0.813	0.096
21651	 Totally hated the experience words cannot describe it		1	0.391	0.609	0.0
21657	Very poor		2	0.772	0.228	0.0
21658	 App stops while making payments		2	0.286	0.714	0.0
21659	 Nobody picks the call or respond to mail's		2	0.0	1.0	0.0
21660	 Waste of time		2	0.583	0.417	0.0
21661	Worst ever delivery service		1	0.577	0.423	0.0
21662	 Called customer care more than 100 times no answer, didn't received the delivery on the day expected totally spoiled my event		1	0.09	0.779	0.131
